,empty_slots,free_bikes,id,latitude,longitude,name
470,16,7,24749fc9c12ae80014048d948ebcdcd6,41.3832609,2.1392662,"C/ BERLÍN, 38"
471,13,6,d641b96ef9ab92b463833bc1d0f20304,41.37686,2.19067,"C/ PONTEVEDRA, 58B | C/ JUDICI"
472,16,10,3265388081aa892ccb5c0730f388da9e,41.3812111,2.1190863,C/ JOSEP SAMITIER / JOAN XXIII
473,11,10,74d00b104de800715a77feb8e6157785,41.4506081,2.1923629,"VIA BARCINO, 69"
474,4,14,7231524b4cb51d780d762ce7c5440ca2,41.3685394,2.1328403,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ"
475,24,6,5dd9cb2366f74b3f39ced69bc1b27e63,41.39828,2.1830315,"C/ DE RIBES, 59 B"
476,17,4,e959935456092cb96b784429fcbc3ff7,41.3933173,2.1812483,"C/ RIBES, 13"
477,21,8,52fa73f978c70844a5df97a301a116b7,41.4031491,2.1707947,"C/ ROSSELLÓ, 354"
478,10,19,ef4175249232a71e6f8d55d6ff546253,41.3853868,2.122893,"C/ DOCTOR SALVADOR CARDENAL, 1-5"
479,11,25,d8ef96f2a72455aea701d6d832370afd,41.3513237,2.1450958,"PG. ZONA FRANCA, 9"
480,20,12,31db8a173f6808528f760738023a0d62,41.4109763,2.2193724,"AV. D'EDUARD MARISTANY, 1 /FORUM"
481,23,16,d8e00fe3427e7d26ff26b6b56fc29df3,41.3911035,2.1801763,"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)"
482,10,17,4a63c1017c6874ca8491622dded0c3d3,41.3893094,2.1727457,"PL. URQUINAONA, 3"
483,18,9,3c096aee00bf5fd600b60936a0fe3e52,41.387888,2.1552902,"C/ CASANOVA, 119"
484,15,5,2131f17cce068654ea6dd796f6775cc9,41.3751767,2.1658972,"AV. PARAL.LEL, 98"
485,10,9,a0dfe4536c9e3cfdf5191d05ba4cc286,41.3768806,2.1698206,"C/ DE SANT PAU, 89 - 97"
486,23,7,f47b91ad3e2f9e22babba8f999c32b8c,41.3745238,2.1422556,"C/ VILARDELL, 18"
487,19,11,b9379ff2e8991e872a5640b5aae569d2,41.403216,2.2136,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER"
488,34,1,686345c52539eb160b393ffb6f79dfd5,41.3812425,2.1933482,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)"
489,12,14,da82ae0907f36bbbba96d9c81baeffe4,41.39212,2.1874966,"C/ PUJADES,  3"
490,12,18,90e711b0858b61446652be14b4d549a3,41.4110822,2.2163136,"AV. DIAGONAL, 26"
491,7,6,1b6c8a565030e3415310729ecda3071c,41.3779974,2.1884228,"PG. JOAN DE BORBÓ, 42"
492,21,4,768a668cd88b3ad269f7f0a5bb272f10,41.4082107,2.1689962,"TRAVESSERA DE GRÀCIA, 328"
493,22,1,dc64552c5a36d359c0435849a3e36880,41.3852864,2.1454802,"C/ ROCAFORT, 214 | C/ ROSSELLÓ"
494,26,0,4ee62fada6250687374151b4aeb039fa,41.3767538,2.1269152,"C/ ROGER, 24"
495,10,4,4b706ced6b46617641ab8a7c2f09bc5f,41.3900085,2.1432105,"AV. JOSEP TARRADELLAS, 133"
496,20,4,add304609643d6d30a5c15cd5432fea4,41.3783067,2.1297303,"RAMBLA DEL BRASIL, 44"
497,23,8,eba432dc58a0ee6fbe4f6323f4be441f,41.412427,2.170592,"C/ CASTILLEJOS, 388"
498,25,0,196cd5717581af6bcee32f659e8bfb0a,41.392135,2.1563542,"C/ ENRIC GRANADOS, 93"
499,2,14,85dc8b5af64cd8170cb4d2b437339c75,41.389668,2.1599078,"C/ ENRIC  GRANADOS, 35"
500,0,13,465d5fbd9f725cdd4dbdba1f0612ce64,41.3893222,2.1678388,"GRAN VIA DE LES CORTS CATALANES, 609"
501,25,7,9c003bbd85b2e441cd85d2fe1142f1b9,41.3573288,2.1371996,"C/ DE L'ENERGIA, 2 / ALTS FORNS"
502,14,13,1b5961d97851faaca78308b3afeef662,41.3979002,2.2088454,"AV.LITORAL, 84"
503,0,14,43cd75e496ecd2187a03c10902556277,41.3890626,2.1679313,"GRAN VIA DE LES CORTS CATALANES, 632"
504,10,15,6dd5a991ff777d35b32920e749a47112,41.417694,2.1976864,"C/ SELVA DE MAR, 230"
