,empty_slots,free_bikes,station_id,latitude,longitude,station_name,poi_id,poi_name,review_count,rating,price,distance,full_address
81,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",J1vHLZvSRfkNpy2x8OuVaQ,Torre Rosa,21.0,4.0,€€,322.1485467118808,"['Carrer de Francesc Tàrrega, 22', '08027 Barcelona', 'Spain']"
82,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",uXm4R6Waztb6KiZKrc4LIQ,Marc's,6.0,4.0,€,213.83820445895665,"['Passeig de Maragall, 140', '08027 Barcelona', 'Spain']"
83,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",e6bRub-8J0j5PDm55UNASA,Toca Teca,3.0,4.5,€,328.1098198667429,"['Carrer Garcilaso, 172', '08027 Barcelona', 'Spain']"
84,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",iRrsa0bQbTtHzBjsHIprqQ,Beering Barcelona,10.0,4.5,€,849.4369808933342,"['Carrer de las Navas de Tolosa, 355', '08041 Barcelona', 'Spain']"
85,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",UJw30gn9Yf60a8gIyvFH-A,La Cholita,8.0,4.5,€€,446.883855046018,"['Carrer de Felip II, 244', '08016 Barcelona', 'Spain']"
86,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",oD9g3jw6UoebuiI3GtSGww,Tasca I Vins,10.0,4.0,€,490.4895117198498,"['Calle Cardenal Tedeschini, 32', '08027 Barcelona', 'Spain']"
87,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",P7Cloffa4aU62FzVr-tZNg,Egarri,10.0,3.5,€€,641.8020437199008,"['Passeig de Fabra i Puig, 159', '08016 Barcelona', 'Spain']"
88,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",b6CTrnhzquhrFoU7jF5emQ,Txapeldun,3.0,4.5,€€,641.8020437199008,"['Passeig de Fabra I Puig, 159', '08016 Barcelona', 'Spain']"
89,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",qN4roYYAOlFaJdMo5_oppQ,Several Cafè,9.0,4.5,€,1338.505484250794,"['Carrer Gran de Sant Andreu, 165', '08030 Barcelona', 'Spain']"
90,23,8,dedcd93fbe85671e73c79baf58bd7fed,41.4253643,2.1852073,"C/ CARDENAL TEDESCHINI, 13",UdRmo2dstOYd29Ihs5vI8w,La Vermuteria de Sant Andreu,4.0,4.0,€€,942.7807088541894,"['Rambla de Fabra I Puig, 51', '08030 Barcelona', 'Spain']"
